Data,DATA_DIA,DIA,Município1,STR_DATA,UF1,Escala de cor,Number of Records,Índice De Isolamento
"Thursday, 30/04",Thursday,Quinta-feira,RIBEIRÃO PRETO,Ranking dos municípios (30/4/2020),SP,Até 40%,1,39%
"Thursday, 30/04",Thursday,Quinta-feira,RIO CLARO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,48%
"Thursday, 30/04",Thursday,Quinta-feira,SALTO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,45%
"Thursday, 30/04",Thursday,Quinta-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (30/4/2020),SP,>40-50%,1,42%
"Thursday, 30/04",Thursday,Quinta-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (30/4/2020),SP,>50-60%,1,50%
"Thursday, 30/04",Thursday,Quinta-feira,SANTO ANDRÉ,Ranking dos municípios (30/4/2020),SP,>40-50%,1,48%
"Thursday, 30/04",Thursday,Quinta-feira,SANTOS,Ranking dos municípios (30/4/2020),SP,>40-50%,1,46%
"Thursday, 30/04",Thursday,Quinta-feira,SERTÃOZINHO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,49%
"Thursday, 30/04",Thursday,Quinta-feira,SOROCABA,Ranking dos municípios (30/4/2020),SP,>40-50%,1,44%
"Thursday, 30/04",Thursday,Quinta-feira,SUMARÉ,Ranking dos municípios (30/4/2020),SP,>40-50%,1,42%
"Thursday, 30/04",Thursday,Quinta-feira,SUZANO,Ranking dos municípios (30/4/2020),SP,>50-60%,1,50%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO CAETANO DO SUL,Ranking dos municípios (30/4/2020),SP,>40-50%,1,46%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO CARLOS,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (30/4/2020),SP,Até 40%,1,38%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (30/4/2020),SP,>40-50%,1,49%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO PAULO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO ROQUE,Ranking dos municípios (30/4/2020),SP,>50-60%,1,51%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO SEBASTIÃO,Ranking dos municípios (30/4/2020),SP,>60-70%,1,63%
"Thursday, 30/04",Thursday,Quinta-feira,SÃO VICENTE,Ranking dos municípios (30/4/2020),SP,>50-60%,1,54%
"Thursday, 30/04",Thursday,Quinta-feira,TABOÃO DA SERRA,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,TATUÍ,Ranking dos municípios (30/4/2020),SP,>40-50%,1,49%
"Thursday, 30/04",Thursday,Quinta-feira,TAUBATÉ,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Thursday, 30/04",Thursday,Quinta-feira,UBATUBA,Ranking dos municípios (30/4/2020),SP,>50-60%,1,60%
"Thursday, 30/04",Thursday,Quinta-feira,VALINHOS,Ranking dos municípios (30/4/2020),SP,>40-50%,1,46%
"Thursday, 30/04",Thursday,Quinta-feira,VINHEDO,Ranking dos municípios (30/4/2020),SP,>40-50%,1,50%
"Thursday, 30/04",Thursday,Quinta-feira,VOTORANTIM,Ranking dos municípios (30/4/2020),SP,>40-50%,1,48%
"Thursday, 30/04",Thursday,Quinta-feira,VOTUPORANGA,Ranking dos municípios (30/4/2020),SP,>50-60%,1,52%
"Thursday, 30/04",Thursday,Quinta-feira,VÁRZEA PAULISTA,Ranking dos municípios (30/4/2020),SP,>40-50%,1,47%
"Friday, 01/05",Friday,Sexta-feira,AMERICANA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Friday, 01/05",Friday,Sexta-feira,AMPARO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,ARARAQUARA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,52%
"Friday, 01/05",Friday,Sexta-feira,ARARAS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,ARAÇATUBA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,51%
"Friday, 01/05",Friday,Sexta-feira,ARUJÁ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,ASSIS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,ATIBAIA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,AVARÉ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,BARRETOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,BARUERI,Ranking dos municípios (1/5/2020),SP,>50-60%,1,51%
"Friday, 01/05",Friday,Sexta-feira,BAURU,Ranking dos municípios (1/5/2020),SP,>50-60%,1,50%
"Friday, 01/05",Friday,Sexta-feira,BEBEDOURO,Ranking dos municípios (1/5/2020),SP,>60-70%,1,67%
"Friday, 01/05",Friday,Sexta-feira,BIRIGUI,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,BOTUCATU,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,BRAGANÇA PAULISTA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Friday, 01/05",Friday,Sexta-feira,CAIEIRAS,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,CAJAMAR,Ranking dos municípios (1/5/2020),SP,>60-70%,1,64%
"Friday, 01/05",Friday,Sexta-feira,CAMPINAS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Friday, 01/05",Friday,Sexta-feira,CAMPO LIMPO PAULISTA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,61%
"Friday, 01/05",Friday,Sexta-feira,CARAGUATATUBA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,63%
"Friday, 01/05",Friday,Sexta-feira,CARAPICUÍBA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,60%
"Friday, 01/05",Friday,Sexta-feira,CATANDUVA,Ranking dos municípios (1/5/2020),SP,>40-50%,1,48%
"Friday, 01/05",Friday,Sexta-feira,CAÇAPAVA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,COTIA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,CRUZEIRO,Ranking dos municípios (1/5/2020),SP,>60-70%,1,66%
"Friday, 01/05",Friday,Sexta-feira,CUBATÃO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,DIADEMA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,EMBU DAS ARTES,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,ESTADO DE SÃO PAULO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,FERRAZ DE VASCONCELOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,FRANCA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,FRANCISCO MORATO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,FRANCO DA ROCHA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,GUARATINGUETÁ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,GUARUJÁ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,GUARULHOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,HORTOLÂNDIA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,IBIÚNA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,66%
"Friday, 01/05",Friday,Sexta-feira,INDAIATUBA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,ITANHAÉM,Ranking dos municípios (1/5/2020),SP,>60-70%,1,63%
"Friday, 01/05",Friday,Sexta-feira,ITAPECERICA DA SERRA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,ITAPETININGA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,ITAPEVA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Friday, 01/05",Friday,Sexta-feira,ITAPEVI,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,ITAPIRA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,ITAQUAQUECETUBA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,63%
"Friday, 01/05",Friday,Sexta-feira,ITATIBA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,52%
"Friday, 01/05",Friday,Sexta-feira,ITU,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,JABOTICABAL,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,JACAREÍ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,JANDIRA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,JAÚ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,JUNDIAÍ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,52%
"Friday, 01/05",Friday,Sexta-feira,LEME,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,LIMEIRA,Ranking dos municípios (1/5/2020),SP,>40-50%,1,50%
"Friday, 01/05",Friday,Sexta-feira,LINS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,LORENA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,66%
"Friday, 01/05",Friday,Sexta-feira,MAIRIPORÃ,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,MARÍLIA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,52%
"Friday, 01/05",Friday,Sexta-feira,MATÃO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,51%
"Friday, 01/05",Friday,Sexta-feira,MAUÁ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,MOGI DAS CRUZES,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,MOGI GUAÇU,Ranking dos municípios (1/5/2020),SP,>50-60%,1,53%
"Friday, 01/05",Friday,Sexta-feira,MOGI MIRIM,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,OSASCO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,OURINHOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,PAULÍNIA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,PINDAMONHANGABA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,PIRACICABA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,PIRASSUNUNGA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,POÁ,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,PRAIA GRANDE,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,PRESIDENTE PRUDENTE,Ranking dos municípios (1/5/2020),SP,>50-60%,1,51%
"Friday, 01/05",Friday,Sexta-feira,RIBEIRÃO PIRES,Ranking dos municípios (1/5/2020),SP,>60-70%,1,65%
"Friday, 01/05",Friday,Sexta-feira,RIBEIRÃO PRETO,Ranking dos municípios (1/5/2020),SP,>40-50%,1,50%
"Friday, 01/05",Friday,Sexta-feira,RIO CLARO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,SALTO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (1/5/2020),SP,>50-60%,1,53%
"Friday, 01/05",Friday,Sexta-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,58%
"Friday, 01/05",Friday,Sexta-feira,SANTO ANDRÉ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,SANTOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,SERTÃOZINHO,Ranking dos municípios (1/5/2020),SP,>60-70%,1,61%
"Friday, 01/05",Friday,Sexta-feira,SOROCABA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Friday, 01/05",Friday,Sexta-feira,SUMARÉ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,53%
"Friday, 01/05",Friday,Sexta-feira,SUZANO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,SÃO CAETANO DO SUL,Ranking dos municípios (1/5/2020),SP,>50-60%,1,53%
"Friday, 01/05",Friday,Sexta-feira,SÃO CARLOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,50%
"Friday, 01/05",Friday,Sexta-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,61%
"Friday, 01/05",Friday,Sexta-feira,SÃO PAULO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,SÃO ROQUE,Ranking dos municípios (1/5/2020),SP,>50-60%,1,60%
"Friday, 01/05",Friday,Sexta-feira,SÃO SEBASTIÃO,Ranking dos municípios (1/5/2020),SP,>60-70%,1,68%
"Friday, 01/05",Friday,Sexta-feira,SÃO VICENTE,Ranking dos municípios (1/5/2020),SP,>60-70%,1,64%
"Friday, 01/05",Friday,Sexta-feira,TABOÃO DA SERRA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,TATUÍ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,TAUBATÉ,Ranking dos municípios (1/5/2020),SP,>50-60%,1,55%
"Friday, 01/05",Friday,Sexta-feira,UBATUBA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,67%
"Friday, 01/05",Friday,Sexta-feira,VALINHOS,Ranking dos municípios (1/5/2020),SP,>50-60%,1,56%
"Friday, 01/05",Friday,Sexta-feira,VINHEDO,Ranking dos municípios (1/5/2020),SP,>50-60%,1,59%
"Friday, 01/05",Friday,Sexta-feira,VOTORANTIM,Ranking dos municípios (1/5/2020),SP,>50-60%,1,57%
"Friday, 01/05",Friday,Sexta-feira,VOTUPORANGA,Ranking dos municípios (1/5/2020),SP,>60-70%,1,62%
"Friday, 01/05",Friday,Sexta-feira,VÁRZEA PAULISTA,Ranking dos municípios (1/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,AMERICANA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,50%
"Saturday, 02/05",Saturday,Sábado,AMPARO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,ARARAQUARA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,46%
"Saturday, 02/05",Saturday,Sábado,ARARAS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,ARAÇATUBA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,44%
"Saturday, 02/05",Saturday,Sábado,ARUJÁ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,ASSIS,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,ATIBAIA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,52%
"Saturday, 02/05",Saturday,Sábado,AVARÉ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,BARRETOS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,BARUERI,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,BAURU,Ranking dos municípios (2/5/2020),SP,>40-50%,1,46%
"Saturday, 02/05",Saturday,Sábado,BEBEDOURO,Ranking dos municípios (2/5/2020),SP,>60-70%,1,60%
"Saturday, 02/05",Saturday,Sábado,BIRIGUI,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,BOTUCATU,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,BRAGANÇA PAULISTA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,CAIEIRAS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,CAJAMAR,Ranking dos municípios (2/5/2020),SP,>60-70%,1,61%
"Saturday, 02/05",Saturday,Sábado,CAMPINAS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,CAMPO LIMPO PAULISTA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,CARAGUATATUBA,Ranking dos municípios (2/5/2020),SP,>60-70%,1,62%
"Saturday, 02/05",Saturday,Sábado,CARAPICUÍBA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,CATANDUVA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,44%
"Saturday, 02/05",Saturday,Sábado,CAÇAPAVA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,COTIA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,CRUZEIRO,Ranking dos municípios (2/5/2020),SP,>60-70%,1,64%
"Saturday, 02/05",Saturday,Sábado,CUBATÃO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,DIADEMA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,EMBU DAS ARTES,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,ESTADO DE SÃO PAULO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,FERRAZ DE VASCONCELOS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,FRANCA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,FRANCISCO MORATO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,FRANCO DA ROCHA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,GUARATINGUETÁ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,GUARUJÁ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,GUARULHOS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,HORTOLÂNDIA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,IBIÚNA,Ranking dos municípios (2/5/2020),SP,>60-70%,1,60%
"Saturday, 02/05",Saturday,Sábado,INDAIATUBA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,ITANHAÉM,Ranking dos municípios (2/5/2020),SP,>60-70%,1,62%
"Saturday, 02/05",Saturday,Sábado,ITAPECERICA DA SERRA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,ITAPETININGA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,ITAPEVA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,ITAPEVI,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,ITAPIRA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,ITAQUAQUECETUBA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,60%
"Saturday, 02/05",Saturday,Sábado,ITATIBA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,ITU,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,JABOTICABAL,Ranking dos municípios (2/5/2020),SP,>50-60%,1,51%
"Saturday, 02/05",Saturday,Sábado,JACAREÍ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,JANDIRA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,JAÚ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,JUNDIAÍ,Ranking dos municípios (2/5/2020),SP,>40-50%,1,50%
"Saturday, 02/05",Saturday,Sábado,LEME,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,LIMEIRA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,45%
"Saturday, 02/05",Saturday,Sábado,LINS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,52%
"Saturday, 02/05",Saturday,Sábado,LORENA,Ranking dos municípios (2/5/2020),SP,>60-70%,1,64%
"Saturday, 02/05",Saturday,Sábado,MAIRIPORÃ,Ranking dos municípios (2/5/2020),SP,>60-70%,1,60%
"Saturday, 02/05",Saturday,Sábado,MARÍLIA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,48%
"Saturday, 02/05",Saturday,Sábado,MATÃO,Ranking dos municípios (2/5/2020),SP,>40-50%,1,47%
"Saturday, 02/05",Saturday,Sábado,MAUÁ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,57%
"Saturday, 02/05",Saturday,Sábado,MOGI DAS CRUZES,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,MOGI GUAÇU,Ranking dos municípios (2/5/2020),SP,>50-60%,1,50%
"Saturday, 02/05",Saturday,Sábado,MOGI MIRIM,Ranking dos municípios (2/5/2020),SP,>50-60%,1,52%
"Saturday, 02/05",Saturday,Sábado,OSASCO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,OURINHOS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,58%
"Saturday, 02/05",Saturday,Sábado,PAULÍNIA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,52%
"Saturday, 02/05",Saturday,Sábado,PINDAMONHANGABA,Ranking dos municípios (2/5/2020),SP,>60-70%,1,61%
"Saturday, 02/05",Saturday,Sábado,PIRACICABA,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,PIRASSUNUNGA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,POÁ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,PRAIA GRANDE,Ranking dos municípios (2/5/2020),SP,>50-60%,1,55%
"Saturday, 02/05",Saturday,Sábado,PRESIDENTE PRUDENTE,Ranking dos municípios (2/5/2020),SP,>40-50%,1,44%
"Saturday, 02/05",Saturday,Sábado,RIBEIRÃO PIRES,Ranking dos municípios (2/5/2020),SP,>60-70%,1,62%
"Saturday, 02/05",Saturday,Sábado,RIBEIRÃO PRETO,Ranking dos municípios (2/5/2020),SP,>40-50%,1,47%
"Saturday, 02/05",Saturday,Sábado,RIO CLARO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,SALTO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,SANTA BÁRBARA D'OESTE,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,SANTANA DE PARNAÍBA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,SANTO ANDRÉ,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
"Saturday, 02/05",Saturday,Sábado,SANTOS,Ranking dos municípios (2/5/2020),SP,>50-60%,1,54%
"Saturday, 02/05",Saturday,Sábado,SERTÃOZINHO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,59%
"Saturday, 02/05",Saturday,Sábado,SOROCABA,Ranking dos municípios (2/5/2020),SP,>50-60%,1,50%
"Saturday, 02/05",Saturday,Sábado,SUMARÉ,Ranking dos municípios (2/5/2020),SP,>40-50%,1,49%
"Saturday, 02/05",Saturday,Sábado,SUZANO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,56%
"Saturday, 02/05",Saturday,Sábado,SÃO BERNARDO DO CAMPO,Ranking dos municípios (2/5/2020),SP,>50-60%,1,53%
